date,year,side,entry,candle,d30_pts,d30_close_pts,prot_pts,mae_wick_pts,mae_wick_min,mae_close_pts,mfe_wick_pts,mfe_wick_min,gap_born_min,gap_far_below_entry_pts,c_min,dep2_min,dep2_pts,dep4_min,dep4_pts,dep6_min,dep6_pts,dep8_min,dep8_pts,dep12_min,dep12_pts
2018-03-01,2018,1,6887.5000,2.8750,-61.5000,-61.2500,-61.5000,-90.7500,28,-82.5000,1.2500,1,,,,1.0000,-12.0000,1.0000,-12.0000,3.0000,-23.7500,3.0000,-23.7500,6.0000,-35.5000
2018-03-02,2018,1,6692.5000,3.5000,1.7500,1.5000,1.7500,-46.5000,13,-43.2500,11.7500,1,28.0000,12.7500,,4.0000,-9.5000,5.0000,-21.2500,7.0000,-24.2500,11.0000,-31.7500,12.0000,-43.5000
2018-03-05,2018,1,6794.2500,3.2500,-22.0000,-22.0000,-6.7500,-32.2500,19,-30.5000,7.5000,1,8.0000,6.5000,9.0000,4.0000,-7.0000,10.0000,-19.2500,17.0000,-24.7500,18.0000,-29.2500,,-22.0000
2018-03-06,2018,-1,6914.7500,2.3750,-11.2500,-11.0000,7.0000,-21.2500,28,-20.5000,16.7500,14,13.0000,-9.0000,15.0000,2.0000,-7.2500,23.0000,-10.5000,24.0000,-16.0000,28.0000,-20.5000,,-11.2500
2018-03-07,2018,1,6879.0000,2.3750,9.7500,9.7500,3.0000,-5.2500,22,-3.2500,20.0000,9,7.0000,-6.2500,15.0000,,9.7500,,9.7500,,9.7500,,9.7500,,9.7500
2018-03-08,2018,1,6986.5000,2.2500,-2.2500,-1.2500,-0.7500,-7.0000,26,-7.0000,10.2500,4,2.0000,-0.5000,8.0000,26.0000,-5.2500,,-2.2500,,-2.2500,,-2.2500,,-2.2500
2018-03-09,2018,-1,7041.5000,1.8750,-9.0000,-9.2500,-6.7500,-12.5000,29,-11.2500,7.2500,8,1.0000,6.5000,18.0000,3.0000,-3.7500,19.0000,-8.0000,,-9.0000,,-9.0000,,-9.0000
2018-03-12,2018,-1,7146.5000,1.0000,-23.7500,-23.7500,-23.7500,-23.7500,30,-23.7500,4.0000,2,,,,4.0000,-5.2500,4.0000,-5.2500,5.0000,-9.5000,5.0000,-9.5000,7.0000,-13.0000
2018-03-13,2018,1,7195.7500,2.0000,-6.0000,-5.7500,-6.0000,-6.7500,30,-5.7500,18.7500,16,,,,30.0000,-6.0000,,-6.0000,,-6.0000,,-6.0000,,-6.0000
2018-03-14,2018,-1,7099.5000,2.6250,-3.0000,-3.0000,-3.0000,-4.0000,30,-3.0000,24.2500,18,2.0000,-1.2500,29.0000,,-3.0000,,-3.0000,,-3.0000,,-3.0000,,-3.0000
2018-03-15,2018,1,7071.7500,1.5000,-10.2500,-10.2500,-10.2500,-33.2500,17,-31.5000,0.5000,1,20.0000,27.7500,,1.0000,-8.7500,1.0000,-8.7500,2.0000,-11.2500,3.0000,-15.7500,8.0000,-20.5000
2018-03-16,2018,1,7071.5000,3.3750,0.2500,0.5000,-0.5000,-6.7500,1,-5.2500,13.0000,13,10.0000,0.5000,19.0000,,0.2500,,0.2500,,0.2500,,0.2500,,0.2500
2018-03-19,2018,-1,6961.0000,2.1250,9.0000,9.5000,1.2500,-9.7500,21,-7.5000,18.2500,6,2.0000,-2.5000,14.0000,20.0000,-7.7500,,9.0000,,9.0000,,9.0000,,9.0000
2018-03-20,2018,-1,6892.0000,2.6250,-8.0000,-8.0000,-12.5000,-26.5000,13,-23.5000,8.7500,6,5.0000,3.7500,8.0000,2.0000,-6.7500,8.0000,-12.5000,10.0000,-20.5000,13.0000,-22.0000,,-8.0000
2018-03-21,2018,1,6892.2500,2.0000,13.7500,13.7500,13.7500,-14.0000,8,-12.2500,14.5000,30,10.0000,7.2500,,3.0000,-11.0000,3.0000,-11.0000,8.0000,-12.2500,,13.7500,,13.7500
2018-03-22,2018,-1,6771.7500,3.6250,-18.5000,-18.0000,-28.7500,-40.2500,17,-36.2500,3.2500,1,11.0000,26.7500,14.0000,1.0000,-11.2500,4.0000,-19.5000,6.0000,-24.7500,8.0000,-30.7500,,-18.5000
2018-03-23,2018,1,6719.0000,4.7500,-29.2500,-29.2500,-29.2500,-67.5000,16,-65.7500,2.2500,2,19.0000,53.0000,,3.0000,-15.5000,6.0000,-22.7500,7.0000,-31.2500,9.0000,-41.5000,14.0000,-65.7500
2018-03-26,2018,1,6669.5000,2.6250,-1.2500,-1.0000,-8.0000,-15.5000,20,-11.2500,10.5000,9,7.0000,5.7500,18.0000,3.0000,-6.7500,19.0000,-11.2500,,-1.2500,,-1.2500,,-1.2500
2018-03-27,2018,-1,6798.2500,2.3750,1.0000,0.7500,-6.0000,-10.2500,9,-6.2500,23.7500,17,1.0000,5.0000,9.0000,9.0000,-6.0000,,1.0000,,1.0000,,1.0000,,1.0000
2018-03-28,2018,1,6531.2500,5.7500,16.2500,16.2500,-29.0000,-87.0000,10,-81.0000,17.2500,30,1.0000,13.0000,4.0000,4.0000,-29.0000,4.0000,-29.0000,5.0000,-37.2500,6.0000,-63.5000,7.0000,-70.7500
2018-03-29,2018,-1,6503.7500,3.2500,35.2500,35.0000,35.2500,-3.7500,2,1.0000,60.0000,21,1.0000,2.2500,,,35.2500,,35.2500,,35.2500,,35.2500,,35.2500
2018-04-02,2018,1,6548.5000,2.5000,-59.7500,-59.2500,-2.0000,-59.7500,30,-59.2500,21.7500,7,4.0000,-3.0000,10.0000,11.0000,-8.5000,12.0000,-13.2500,13.0000,-21.7500,13.0000,-21.7500,16.0000,-35.7500
2018-04-03,2018,-1,6448.7500,2.6250,43.5000,43.7500,43.5000,-18.5000,8,-18.2500,51.2500,30,18.0000,0.5000,,7.0000,-12.2500,7.0000,-12.2500,8.0000,-18.2500,,43.5000,,43.5000
2018-04-04,2018,1,6372.2500,4.8750,-1.5000,-2.2500,-1.5000,-6.5000,18,-3.7500,26.7500,5,1.0000,7.0000,,,-1.5000,,-1.5000,,-1.5000,,-1.5000,,-1.5000
2018-04-05,2018,-1,6625.7500,2.8750,15.2500,15.0000,15.2500,-20.0000,3,-19.5000,33.7500,18,4.0000,13.7500,,1.0000,-15.0000,1.0000,-15.0000,2.0000,-19.2500,,15.2500,,15.2500
2018-04-06,2018,1,6554.2500,4.3750,21.0000,21.2500,21.0000,-3.2500,1,0.7500,45.0000,22,1.0000,4.0000,,,21.0000,,21.0000,,21.0000,,21.0000,,21.0000
2018-04-09,2018,1,6498.5000,2.3750,39.2500,39.2500,39.2500,-16.0000,6,-12.7500,48.2500,26,9.0000,10.0000,,6.0000,-12.0000,6.0000,-12.0000,,39.2500,,39.2500,,39.2500
2018-04-10,2018,-1,6582.0000,2.7500,19.0000,19.2500,19.0000,-2.7500,1,4.0000,38.5000,25,1.0000,4.0000,,,19.0000,,19.0000,,19.0000,,19.0000,,19.0000
2018-04-11,2018,1,6609.0000,2.7500,-1.0000,-1.2500,-1.0000,-18.0000,14,-14.0000,12.5000,28,27.0000,1.5000,,3.0000,-8.7500,8.0000,-11.5000,,-1.0000,,-1.0000,,-1.0000
2018-04-12,2018,-1,6630.0000,2.5000,-44.5000,-44.7500,-44.5000,-49.5000,28,-48.7500,0.0000,1,,,,1.0000,-9.2500,3.0000,-13.5000,10.0000,-23.5000,10.0000,-23.5000,12.0000,-30.5000
2018-04-13,2018,1,6705.7500,2.0000,-29.7500,-29.5000,-10.0000,-32.7500,30,-29.5000,7.2500,10,9.0000,6.5000,16.0000,4.0000,-5.2500,5.0000,-10.0000,18.0000,-12.5000,20.0000,-16.0000,24.0000,-27.2500
2018-04-16,2018,-1,6679.0000,2.0000,15.5000,15.2500,15.5000,-1.0000,3,2.5000,34.2500,24,5.0000,-6.5000,,,15.5000,,15.5000,,15.5000,,15.5000,,15.5000
2018-04-17,2018,-1,6743.7500,1.5000,-29.7500,-29.7500,-29.7500,-32.5000,30,-30.0000,3.0000,4,,,,5.0000,-4.0000,7.0000,-12.7500,7.0000,-12.7500,7.0000,-12.7500,8.0000,-18.5000
2018-04-18,2018,1,6836.7500,1.8750,-23.2500,-23.0000,-7.5000,-27.5000,30,-23.0000,5.0000,4,1.0000,5.5000,6.0000,2.0000,-4.2500,6.0000,-7.5000,7.0000,-14.0000,8.0000,-16.7500,30.0000,-23.2500
2018-04-19,2018,-1,6805.0000,2.5000,-4.0000,-4.0000,-1.7500,-9.5000,1,-5.7500,17.5000,16,3.0000,-0.7500,5.0000,1.0000,-5.2500,,-4.0000,,-4.0000,,-4.0000,,-4.0000
2018-04-20,2018,-1,6753.2500,2.3750,30.0000,29.7500,30.0000,-0.5000,1,4.2500,34.2500,24,3.0000,-5.2500,,,30.0000,,30.0000,,30.0000,,30.0000,,30.0000
2018-04-23,2018,1,6699.2500,1.2500,-21.2500,-21.2500,-6.5000,-40.5000,22,-38.2500,4.7500,1,6.0000,6.5000,7.0000,1.0000,-4.0000,2.0000,-5.5000,3.0000,-9.2500,10.0000,-12.7500,11.0000,-17.7500
2018-04-24,2018,1,6686.5000,1.7500,-13.7500,-13.7500,-5.5000,-38.7500,23,-32.2500,9.2500,14,6.0000,4.0000,7.0000,1.0000,-7.0000,1.0000,-7.0000,3.0000,-12.5000,18.0000,-14.7500,21.0000,-21.7500
2018-04-25,2018,-1,6516.0000,2.8750,85.0000,84.7500,85.0000,-9.7500,2,-6.5000,85.7500,30,3.0000,0.0000,,1.0000,-6.2500,,85.0000,,85.0000,,85.0000,,85.0000
2018-04-26,2018,1,6613.0000,2.7500,-2.5000,-2.7500,-16.2500,-31.2500,5,-27.2500,2.7500,1,1.0000,11.7500,3.0000,1.0000,-8.5000,2.0000,-12.0000,4.0000,-27.5000,4.0000,-27.5000,,-2.5000
2018-04-27,2018,-1,6741.0000,2.2500,53.5000,53.2500,53.5000,-1.2500,2,2.5000,67.5000,26,1.0000,2.7500,,,53.5000,,53.5000,,53.5000,,53.5000,,53.5000
2018-04-30,2018,1,6683.5000,2.0000,20.2500,20.2500,20.2500,-11.7500,2,-10.7500,24.5000,23,8.0000,0.0000,,2.0000,-10.7500,2.0000,-10.7500,,20.2500,,20.2500,,20.2500
2018-05-01,2018,1,6604.2500,2.3750,12.0000,11.7500,12.0000,-25.5000,8,-23.0000,15.7500,25,15.0000,18.7500,,3.0000,-8.7500,5.0000,-10.7500,6.0000,-21.5000,6.0000,-21.5000,,12.0000
2018-05-02,2018,-1,6690.0000,2.3750,-6.0000,-6.0000,12.7500,-8.0000,21,-6.0000,24.7500,5,5.0000,-13.7500,11.0000,21.0000,-5.7500,,-6.0000,,-6.0000,,-6.0000,,-6.0000
2018-05-03,2018,-1,6611.5000,2.7500,-11.5000,-11.5000,0.5000,-27.0000,26,-24.2500,21.5000,12,8.0000,-4.5000,15.0000,18.0000,-6.2500,22.0000,-12.7500,24.0000,-22.2500,24.0000,-22.2500,,-11.5000
2018-05-04,2018,-1,6626.5000,3.8750,-28.7500,-28.5000,-28.7500,-37.5000,27,-34.0000,16.0000,1,19.0000,26.7500,21.0000,3.0000,-12.2500,6.0000,-19.7500,12.0000,-25.5000,13.0000,-31.5000,,-28.7500
2018-05-07,2018,-1,6805.2500,1.8750,-25.2500,-24.7500,-31.5000,-36.5000,24,-35.7500,2.0000,1,18.0000,30.5000,20.0000,1.0000,-5.2500,2.0000,-9.0000,3.0000,-13.2500,5.0000,-17.7500,9.0000,-27.7500
2018-05-08,2018,1,6817.7500,1.1250,-20.7500,-20.7500,-20.7500,-35.2500,22,-34.0000,5.2500,2,,,,3.0000,-8.7500,3.0000,-8.7500,3.0000,-8.7500,4.0000,-12.7500,5.0000,-16.0000
2018-05-09,2018,1,6840.5000,1.6250,-12.5000,-12.2500,-17.0000,-23.0000,28,-22.0000,5.0000,17,1.0000,9.7500,7.0000,1.0000,-7.2500,1.0000,-7.2500,7.0000,-17.0000,7.0000,-17.0000,28.0000,-21.7500
2018-05-10,2018,1,6919.5000,1.2500,-2.2500,-2.0000,-1.2500,-7.2500,2,-5.0000,13.0000,23,4.0000,0.2500,17.0000,2.0000,-4.7500,,-2.2500,,-2.2500,,-2.2500,,-2.2500
2018-05-11,2018,-1,6951.7500,1.7500,-7.2500,-7.2500,-6.7500,-10.7500,5,-9.5000,14.2500,19,7.0000,5.7500,27.0000,1.0000,-5.7500,5.0000,-7.2500,,-7.2500,,-7.2500,,-7.2500
2018-05-14,2018,1,6983.5000,1.3750,7.7500,8.0000,-1.5000,-6.7500,3,-3.5000,16.0000,13,6.0000,1.5000,7.0000,3.0000,-2.7500,,7.7500,,7.7500,,7.7500,,7.7500
2018-05-15,2018,-1,6898.0000,2.2500,26.7500,27.0000,26.7500,-0.7500,1,3.0000,38.0000,28,1.0000,8.0000,,,26.7500,,26.7500,,26.7500,,26.7500,,26.7500
2018-05-16,2018,1,6902.0000,1.7500,20.5000,20.5000,-0.5000,-5.5000,12,-3.2500,23.2500,28,7.0000,-3.7500,9.0000,,20.5000,,20.5000,,20.5000,,20.5000,,20.5000
2018-05-17,2018,1,6913.5000,1.5000,14.0000,13.7500,-0.5000,-7.2500,9,-3.5000,14.5000,30,2.0000,0.2500,8.0000,9.0000,-3.5000,,14.0000,,14.0000,,14.0000,,14.0000
2018-05-18,2018,1,6887.2500,2.7500,-16.5000,-16.5000,-16.5000,-17.5000,30,-16.5000,8.0000,16,,,,2.0000,-10.0000,3.0000,-11.7500,,-16.5000,,-16.5000,,-16.5000
2018-05-21,2018,1,6947.5000,1.2500,3.7500,3.7500,3.7500,-6.0000,21,-5.0000,9.5000,12,1.0000,8.0000,,1.0000,-5.0000,,3.7500,,3.7500,,3.7500,,3.7500
2018-05-22,2018,1,6945.7500,1.0000,-15.5000,-15.2500,2.2500,-17.5000,30,-15.2500,9.0000,4,4.0000,-3.0000,5.0000,1.0000,-2.7500,13.0000,-4.5000,14.0000,-7.5000,22.0000,-8.2500,24.0000,-14.2500
2018-05-23,2018,1,6858.0000,1.7500,12.2500,12.0000,12.2500,-4.0000,1,-2.2500,22.5000,15,4.0000,-0.2500,,,12.2500,,12.2500,,12.2500,,12.2500,,12.2500
2018-05-24,2018,1,6957.5000,1.7500,-35.2500,-35.0000,-35.2500,-45.7500,28,-40.7500,11.0000,11,,,,12.0000,-7.2500,13.0000,-18.2500,13.0000,-18.2500,13.0000,-18.2500,17.0000,-27.5000
2018-05-25,2018,1,6960.7500,2.7500,8.0000,8.0000,8.0000,-18.2500,2,-16.7500,14.0000,26,14.0000,8.5000,,2.0000,-16.5000,2.0000,-16.5000,2.0000,-16.5000,,8.0000,,8.0000
2018-05-29,2018,1,6933.0000,2.7500,27.0000,26.7500,27.0000,-17.5000,2,-10.7500,31.5000,27,10.0000,2.7500,,2.0000,-10.0000,,27.0000,,27.0000,,27.0000,,27.0000
2018-05-30,2018,-1,6958.0000,2.0000,14.2500,14.0000,14.2500,-14.0000,15,-10.0000,15.5000,30,21.0000,4.7500,,3.0000,-5.5000,14.0000,-9.7500,,14.2500,,14.2500,,14.2500
2018-05-31,2018,-1,6975.2500,4.0000,-20.7500,-20.7500,-21.7500,-24.5000,9,-22.5000,0.2500,1,11.0000,21.0000,29.0000,1.0000,-11.5000,6.0000,-16.2500,,-20.7500,,-20.7500,,-20.7500
2018-06-01,2018,-1,7010.5000,1.5000,-24.5000,-24.2500,-24.5000,-27.7500,25,-27.0000,1.2500,1,,,,2.0000,-7.7500,2.0000,-7.7500,3.0000,-20.5000,3.0000,-20.5000,3.0000,-20.5000
2018-06-04,2018,1,7109.7500,1.2500,3.0000,3.0000,3.0000,0.0000,1,3.0000,18.5000,16,2.0000,-0.5000,,,3.0000,,3.0000,,3.0000,,3.0000,,3.0000
2018-06-05,2018,-1,7159.7500,1.2500,-18.5000,-18.5000,-7.2500,-19.0000,30,-18.5000,4.2500,1,1.0000,5.5000,14.0000,2.0000,-3.0000,14.0000,-7.2500,17.0000,-8.2500,26.0000,-11.0000,29.0000,-15.7500
2018-06-06,2018,1,7179.7500,1.2500,-28.0000,-28.2500,-1.2500,-28.5000,30,-28.2500,7.5000,3,9.0000,0.2500,14.0000,6.0000,-3.7500,17.0000,-5.2500,26.0000,-14.0000,26.0000,-14.0000,27.0000,-19.0000
2018-06-07,2018,-1,7227.2500,1.0000,0.5000,0.7500,-4.7500,-7.2500,14,-5.2500,11.0000,5,1.0000,3.2500,13.0000,13.0000,-4.7500,13.0000,-4.7500,,0.5000,,0.5000,,0.5000
2018-06-08,2018,1,7147.0000,1.7500,9.7500,9.5000,-6.5000,-12.7500,2,-9.0000,11.7500,27,8.0000,4.5000,10.0000,1.0000,-9.5000,1.0000,-9.5000,,9.7500,,9.7500,,9.7500
2018-06-11,2018,1,7177.0000,0.7500,9.0000,8.7500,9.0000,-3.5000,5,-0.5000,18.2500,14,1.0000,1.5000,,,9.0000,,9.0000,,9.0000,,9.0000,,9.0000
2018-06-12,2018,1,7215.7500,1.2500,-10.7500,-10.7500,-4.5000,-17.0000,26,-15.0000,3.5000,10,8.0000,4.2500,16.0000,1.0000,-3.0000,4.0000,-5.2500,18.0000,-8.0000,20.0000,-10.7500,,-10.7500
2018-06-13,2018,-1,7243.5000,1.2500,-10.0000,-9.7500,-7.2500,-11.7500,26,-11.2500,0.0000,1,11.0000,6.7500,12.0000,1.0000,-3.5000,2.0000,-6.2500,8.0000,-7.7500,26.0000,-10.5000,,-10.0000
2018-06-14,2018,1,7270.2500,2.0000,22.5000,22.7500,1.2500,-6.2500,23,-3.2500,23.2500,29,2.0000,-1.5000,22.0000,,22.5000,,22.5000,,22.5000,,22.5000,,22.5000
2018-06-15,2018,-1,7268.2500,3.7500,-1.5000,-1.7500,-0.7500,-13.7500,3,-5.5000,23.2500,13,5.0000,0.2500,24.0000,,-1.5000,,-1.5000,,-1.5000,,-1.5000,,-1.5000
2018-06-18,2018,-1,7221.2500,1.2500,-9.5000,-9.5000,1.5000,-23.2500,25,-20.2500,12.5000,4,8.0000,-4.0000,9.0000,10.0000,-3.7500,12.0000,-8.2500,12.0000,-8.2500,15.0000,-13.5000,16.0000,-16.5000
2018-06-19,2018,1,7202.7500,2.0000,-18.5000,-18.5000,0.0000,-22.5000,29,-20.0000,20.0000,15,6.0000,-0.5000,20.0000,22.0000,-4.5000,25.0000,-12.0000,28.0000,-17.2500,28.0000,-17.2500,,-18.5000
2018-06-20,2018,1,7290.0000,1.5000,10.5000,10.5000,2.5000,-2.7500,16,0.2500,16.5000,26,4.0000,-3.2500,6.0000,,10.5000,,10.5000,,10.5000,,10.5000,,10.5000
2018-06-21,2018,1,7325.5000,1.5000,-20.5000,-20.7500,-20.7500,-28.0000,13,-27.2500,1.7500,1,16.0000,19.0000,28.0000,1.0000,-6.0000,3.0000,-9.0000,4.0000,-11.5000,5.0000,-17.5000,12.0000,-19.5000
2018-06-22,2018,-1,7251.0000,1.1250,26.2500,26.2500,26.2500,-2.0000,1,0.5000,36.2500,25,4.0000,-3.5000,,,26.2500,,26.2500,,26.2500,,26.2500,,26.2500
2018-06-25,2018,1,7159.7500,1.2500,-45.7500,-45.7500,-4.0000,-48.2500,16,-46.2500,9.7500,2,2.0000,0.0000,3.0000,3.0000,-4.0000,4.0000,-14.5000,4.0000,-14.5000,4.0000,-14.5000,6.0000,-26.0000
2018-06-26,2018,1,7090.7500,2.0000,13.2500,13.0000,13.2500,-29.5000,5,-26.7500,18.5000,17,10.0000,11.7500,,1.0000,-8.0000,2.0000,-18.5000,2.0000,-18.5000,2.0000,-18.5000,5.0000,-27.0000
2018-06-27,2018,1,7119.7500,3.0000,12.7500,13.0000,-2.5000,-13.5000,10,-11.7500,22.2500,23,4.0000,-0.7500,6.0000,8.0000,-8.0000,,12.7500,,12.7500,,12.7500,,12.7500
2018-06-28,2018,1,6986.2500,2.3750,28.0000,27.7500,-2.5000,-14.2500,17,-12.7500,38.2500,24,4.0000,-8.7500,13.0000,14.0000,-5.7500,16.0000,-13.0000,,28.0000,,28.0000,,28.0000
2018-06-29,2018,1,7094.7500,2.0000,19.2500,19.5000,19.2500,-5.2500,1,-2.0000,22.0000,29,10.0000,-3.0000,,,19.2500,,19.2500,,19.2500,,19.2500,,19.2500
2018-07-02,2018,-1,6995.0000,2.1250,-43.0000,-42.7500,-38.2500,-48.7500,30,-44.0000,1.5000,1,19.0000,33.5000,22.0000,2.0000,-5.7500,3.0000,-14.7500,3.0000,-14.7500,4.0000,-17.7500,15.0000,-32.5000
2018-07-03,2018,-1,7131.2500,1.2500,32.2500,32.5000,32.2500,-0.2500,1,3.5000,41.7500,24,2.0000,-2.2500,,,32.2500,,32.2500,,32.2500,,32.2500,,32.2500
2018-07-05,2018,1,7085.0000,2.0000,-4.7500,-4.5000,2.7500,-9.0000,27,-7.7500,14.7500,10,7.0000,-3.5000,14.0000,27.0000,-7.5000,,-4.7500,,-4.7500,,-4.7500,,-4.7500
2018-07-06,2018,-1,7130.0000,2.5000,-31.0000,-30.7500,-9.2500,-36.2500,28,-33.7500,6.5000,1,1.0000,3.0000,3.0000,3.0000,-9.2500,4.0000,-13.2500,6.0000,-18.7500,7.0000,-20.2500,26.0000,-31.0000
2018-07-09,2018,1,7272.5000,1.3750,-12.7500,-12.7500,-3.5000,-16.0000,22,-15.5000,9.5000,16,2.0000,-0.7500,18.0000,18.0000,-3.5000,21.0000,-6.5000,22.0000,-15.5000,22.0000,-15.5000,,-12.7500
2018-07-10,2018,-1,7295.5000,1.7500,-1.2500,-1.2500,-9.2500,-11.5000,7,-9.7500,7.2500,20,1.0000,8.5000,5.0000,4.0000,-7.5000,4.0000,-7.5000,,-1.2500,,-1.2500,,-1.2500
2018-07-11,2018,1,7261.7500,2.0000,15.2500,15.2500,-0.2500,-8.7500,14,-5.0000,18.7500,30,4.0000,0.0000,8.0000,14.0000,-5.0000,,15.2500,,15.2500,,15.2500,,15.2500
2018-07-12,2018,1,7296.5000,1.2500,25.7500,26.0000,25.7500,-4.0000,1,1.0000,26.5000,30,3.0000,-1.0000,,,25.7500,,25.7500,,25.7500,,25.7500,,25.7500
2018-07-13,2018,1,7391.5000,1.3750,-12.2500,-12.2500,-1.5000,-24.5000,25,-22.5000,4.5000,2,2.0000,0.2500,4.0000,6.0000,-4.7500,13.0000,-8.5000,13.0000,-8.5000,20.0000,-12.0000,22.0000,-18.0000
2018-07-16,2018,1,7403.2500,1.5000,0.7500,1.0000,-2.2500,-21.0000,14,-15.7500,4.0000,5,1.0000,1.7500,3.0000,8.0000,-4.7500,9.0000,-6.5000,13.0000,-15.7500,13.0000,-15.7500,,0.7500
2018-07-17,2018,1,7312.2500,2.2500,28.0000,28.0000,28.0000,-1.7500,1,2.2500,35.7500,28,7.0000,-4.0000,,,28.0000,,28.0000,,28.0000,,28.0000,,28.0000
2018-07-18,2018,1,7421.5000,1.2500,-16.0000,-16.0000,-12.0000,-29.7500,24,-29.5000,5.2500,1,7.0000,10.5000,8.0000,2.0000,-2.7500,3.0000,-5.0000,4.0000,-10.7500,4.0000,-10.7500,9.0000,-16.5000
2018-07-19,2018,1,7390.5000,1.2500,-22.0000,-22.2500,2.0000,-29.5000,24,-27.0000,11.2500,6,4.0000,-4.0000,9.0000,16.0000,-4.7500,17.0000,-7.5000,18.0000,-11.0000,18.0000,-11.0000,20.0000,-23.2500
2018-07-20,2018,1,7391.7500,3.1250,1.7500,1.7500,-5.5000,-14.0000,7,-11.0000,5.2500,29,15.0000,4.2500,16.0000,2.0000,-10.2500,,1.7500,,1.7500,,1.7500,,1.7500
2018-07-23,2018,1,7348.7500,1.5000,-6.5000,-7.0000,-32.5000,-37.2500,25,-33.7500,5.2500,2,11.0000,27.7500,17.0000,3.0000,-10.5000,3.0000,-10.5000,3.0000,-10.5000,4.0000,-13.2500,5.0000,-18.7500
2018-07-24,2018,1,7465.0000,1.5000,6.5000,6.2500,-1.2500,-4.0000,26,-1.5000,22.2500,8,4.0000,-0.7500,25.0000,,6.5000,,6.5000,,6.5000,,6.5000,,6.5000
2018-07-25,2018,1,7428.2500,1.5000,5.2500,5.0000,7.7500,-2.7500,1,2.7500,17.0000,21,16.0000,-8.2500,28.0000,,5.2500,,5.2500,,5.2500,,5.2500,,5.2500
2018-07-26,2018,1,7432.2500,2.1250,-14.2500,-14.2500,-10.7500,-36.7500,21,-33.7500,6.5000,10,9.0000,5.7500,11.0000,4.0000,-5.5000,11.0000,-10.7500,14.0000,-18.0000,14.0000,-18.0000,19.0000,-27.2500
2018-07-27,2018,-1,7444.7500,1.7500,48.0000,48.2500,48.0000,-2.7500,1,0.7500,49.0000,30,1.0000,6.5000,,,48.0000,,48.0000,,48.0000,,48.0000,,48.0000
2018-07-30,2018,1,7303.2500,1.8750,-71.2500,-71.2500,-71.2500,-92.5000,23,-90.5000,0.7500,1,30.0000,80.0000,,1.0000,-15.2500,1.0000,-15.2500,1.0000,-15.2500,1.0000,-15.2500,3.0000,-30.7500
2018-07-31,2018,1,7245.5000,2.2500,-18.7500,-18.7500,3.0000,-26.2500,21,-24.5000,25.2500,4,3.0000,-4.5000,11.0000,14.0000,-10.2500,14.0000,-10.2500,18.0000,-14.7500,19.0000,-18.7500,,-18.7500
2018-08-01,2018,-1,7258.5000,1.6250,-23.5000,-23.2500,-23.5000,-31.5000,28,-29.0000,1.2500,1,,,,1.0000,-15.5000,1.0000,-15.5000,1.0000,-15.5000,1.0000,-15.5000,3.0000,-21.7500
2018-08-02,2018,1,7230.0000,1.5000,39.0000,39.2500,39.0000,-1.5000,1,2.7500,43.5000,29,3.0000,-2.7500,,,39.0000,,39.0000,,39.0000,,39.0000,,39.0000
2018-08-03,2018,1,7396.0000,1.8750,-13.2500,-13.2500,-30.0000,-33.7500,14,-31.2500,3.7500,1,8.0000,21.7500,14.0000,2.0000,-17.7500,2.0000,-17.7500,2.0000,-17.7500,2.0000,-17.7500,6.0000,-23.2500
2018-08-06,2018,-1,7390.2500,0.7500,-18.5000,-18.2500,-18.5000,-23.2500,24,-22.5000,2.7500,1,,,,1.0000,-3.2500,1.0000,-3.2500,2.0000,-12.0000,2.0000,-12.0000,2.0000,-12.0000
2018-08-07,2018,1,7473.5000,1.0000,-1.5000,-1.5000,-4.5000,-20.2500,17,-18.7500,13.2500,3,1.0000,2.2500,13.0000,13.0000,-4.5000,13.0000,-4.5000,16.0000,-7.0000,17.0000,-18.7500,17.0000,-18.7500
2018-08-08,2018,-1,7445.7500,1.5000,-16.7500,-16.5000,-12.2500,-24.7500,17,-24.5000,1.0000,1,1.0000,12.0000,4.0000,2.0000,-9.0000,2.0000,-9.0000,4.0000,-12.2500,4.0000,-12.2500,5.0000,-18.5000
2018-08-09,2018,1,7482.5000,1.2500,-3.2500,-3.5000,-3.2500,-17.7500,3,-13.5000,6.7500,11,8.0000,8.0000,,1.0000,-4.5000,2.0000,-10.2500,2.0000,-10.2500,2.0000,-10.2500,,-3.2500
2018-08-10,2018,1,7432.5000,2.6250,-17.7500,-17.7500,-5.5000,-19.2500,28,-19.0000,14.2500,13,1.0000,4.0000,22.0000,23.0000,-11.5000,23.0000,-11.5000,28.0000,-16.7500,,-17.7500,,-17.7500
2018-08-13,2018,1,7436.5000,1.6250,22.2500,22.2500,4.0000,-2.7500,2,-1.2500,24.2500,24,3.0000,-4.0000,8.0000,,22.2500,,22.2500,,22.2500,,22.2500,,22.2500
2018-08-14,2018,1,7440.2500,1.5000,-25.0000,-24.7500,-6.0000,-30.7500,21,-30.0000,1.2500,1,6.0000,5.2500,7.0000,2.0000,-4.2500,4.0000,-9.2500,4.0000,-9.2500,9.0000,-12.2500,17.0000,-24.5000
2018-08-15,2018,1,7398.5000,1.7500,-39.0000,-39.0000,-2.7500,-46.2500,30,-39.0000,19.7500,8,4.0000,0.7500,13.0000,14.0000,-6.2500,15.0000,-12.2500,15.0000,-12.2500,18.0000,-15.7500,26.0000,-23.2500
